,Diagnose_Code,Diagnose_name
581,B457,Diseminovaná kryptokokóza     
582,B458,Kryptokokóza jiných forem    
583,B459,"Kryptokokóza, NS     "
584,B460,Plicní mukormykóza     
585,B461,Rinocerebrální mukormykóza     
586,B462,Gastrointestinální mukormykóza     
587,B463,Kožní mukormykóza     
588,B464,Diseminovaná mukormykóza     
589,B465,"Mukormykóza, NS     "
590,B468,Jiná zygomykóza     
591,B469,"Zygomykóza, NS     "
592,B470,Eumycetom      
593,B471,Aktinomycetom      
594,B479,"Mycetom, NS     "
595,B480,Lobomycosis      
596,B481,Rinosporidiósis      
597,B482,Allescheriasis      
598,B483,Geotrichosis      
599,B484,Penicillosis      
600,B487,Oportunní mykózy     
601,B488,Jiné určené mykózy    
602,B49, Neurčená mykóza    
603,B500,"Malárie s mozkovými komplikacemi, původce: Plasmodium falciparum"
604,B508,"Jiná těžká nebo komplikovaná malárie, původce: Plasmodium"
605,B509,"Malárie, původce: Plasmodium falciparum, NS  "
606,B510,"Malárie s rupturou sleziny, původce: Plasmodium vivax"
607,B518,"Malárie s jinými komplikacemi, původce: Plasmodium vivax"
608,B519,"Malárie bez komplikací, původce: Plasmodium vivax "
609,B520,"Malárie s nefropatií, původce: Plasmodium malariae "
610,B528,"Malárie s jinými komplikacemi, původce: Plasmodium malariae"
611,B529,"Malárie bez komplikací, původce: Plasmodium malariae "
612,B530,"Malárie, původce: Plasmodium ovale   "
613,B531,Malárie způsobená opičími plasmodii   
614,B538,"Jiná parazitologicky ověřená malárie, jinde nezařazená "
615,B54, Malárie nespecifikovaná    
616,B550,Viscerální leishmanióza     
617,B551,Kožní leishmanióza     
618,B552,Slizničně kožní leishmanióza    
619,B559,"Leishmanióza, NS     "
620,B560,Gambijská trypanosomóza     
621,B561,Rhodesijská trypanosomóza     
622,B569,"Africká trypanosomóza, NS    "
623,B570,"Akutní Chagasova nemoc s postižením srdce (I41.2*,"
624,B571,Akutní Chagasova nemoc bez postižení srdce 
625,B572,"Chagasova nemoc (chronická) s postižením srdce (I41.2*,"
626,B573,Chagasova nemoc (chronická) s postižením trávicí soustavy
627,B574,Chagasova nemoc (chronická) s postižením nervové soustavy
628,B575,Chagasova nemoc (chronická) s postižením jiných orgánů
629,B580,Toxoplazmové postižení očí    
630,B581,Toxoplazmová hepatitida (K77.0*)    
631,B582,Toxoplazmová meningoencefalitida (G05.2*)    
632,B583,Plicní toxoplazmóza (J17.3*)    
633,B588,Toxoplazmóza s postižením jiných orgánů  
634,B589,"Toxoplazmóza, NS     "
635,B59, Pneumocystóza - pneumocystosis   
636,B600,Babesióza      
637,B601,Akantamoebóza      
638,B602,Naeglerióza      
639,B608,Jiné určené protozoární nemoci   
640,B64, Neurčené protozoární nemoci   
641,B650,"Schistosomóza, původce: Schistosoma haematobium [močová]  "
642,B651,"Schistosomóza, původce: Schistosoma mansoni [střevní]  "
643,B652,"Schistosomóza, původce: Schistosoma japonicum   "
644,B653,Cerkariová dermatitida     
645,B658,Jiné schistosomózy     
646,B659,"Schistosomóza, NS     "
647,B660,Opistorchiasis      
648,B661,Clonorchiasis      
649,B662,Dicrocoeliasis      
650,B663,Fascioliasis      
651,B664,Paragonimiasis      
652,B665,Fasciolopsiasis      
653,B668,Jiné určené infekce trematody   
654,B669,"Infekce trematody, NS    "
655,B670,"Infekce jater, původce: Echinococcus granulosus  "
656,B671,"Infekce plic, původce: Echinococcus granulosus  "
657,B672,"Infekce kosti, původce: Echinococcus granulosus  "
658,B673,"Infekce jiných a mnohočetných lokalizací, původce: Echinococcus"
659,B674,"Infekce, původce: Echinococcus granulosus, NS  "
660,B675,"Infekce jater, původce: Echinococcus multilocularis  "
661,B676,"Infekce jiných a mnohočetných lokalizací, původce: Echinococcus"
662,B677,"Infekce, původce: Echinococcus multilocularis, NS  "
663,B678,"Echinokokóza jater, NS    "
664,B679,Echinokokóza jiná a NS   
665,B680,"Tenióza, původce: Taenia solium   "
666,B681,"Tenióza, původce: Taenia saginata   "
667,B689,"Tenióza, NS     "
668,B690,Cysticercosis centrální nervové soustavy   
669,B691,Cysticercosis oka     
670,B698,Cysticercosis jiných lokalizací    
671,B699,"Cysticercosis, NS     "
672,B700,Diphyllobothriasis      
673,B701,Sparganosis      
674,B710,Hymenolepiasis      
675,B711,Dipylidiasis      
676,B718,Jiné určené infekce cestody   
677,B719,Infekce cestody NS    
678,B72, Drakunkulóza - dracunculiasis   
679,B73, Onchocerkóza - onchocerciasis   
680,B740,"Filarióza, původce: Wuchereria bancrofti   "
681,B741,"Filarióza, původce: Brugia malayi   "
682,B742,"Filarióza, původce: Brugia timori   "
683,B743,Loiasis (Loaóza) vlasovec oční   
684,B744,Mansonelliasis      
685,B748,Jiná filarióza     
686,B749,"Filarióza, NS     "
687,B75, Trichinóza - trichinellosis   
688,B760,Ankylostomóza      
689,B761,Nekatorióza - nekatoromóza    
690,B768,Jiné nematodózy (onemocnění měchovci)   
691,B769,"Onemocnění měchovci, NS    "
692,B770,Ascarióza se střevními komplikacemi   
693,B778,Ascarióza s jinými komplikacemi   
694,B779,"Ascarióza, NS     "
695,B780,"Strongyloidóza střevní, původce: háďátko střevní  "
696,B781,Strongyloidóza kožní     
697,B787,Strongyloidóza diseminovaná     
698,B789,"Strongyloidóza, NS     "
699,B79, Trichuriasis     
700,B80, Enterobiasis - oxyuriasis   
701,B810,Anisakiasis      
702,B811,Střevní capillarióza     
703,B812,Trichostrongyliasis      
704,B813,Střevní angiostrongylióza     
705,B814,Smíšené střevní helmintózy    
706,B818,Jiná určená střevní helmintóza   
707,B820,"Střevní helmintóza, NS    "
708,B829,"Střevní parazitismus, NS    "
709,B830,Útrobní larva migrans    
710,B831,Gnathostomiasis      
711,B832,"Angiostrongyliasis, původce: Parastrongylus cantonensis   "
712,B833,Syngamosis      
713,B834,Vnitřní hirudinióza     
714,B838,Jiná určená helmintóza    
715,B839,"Helmintóza, NS     "
716,B850,"Pediculosis - zavšivení, původce: Pediculus humanus capitishlavová,vlasová,dětská)"
717,B851,"Pediculosis - zavšivení, původce: Pediculus humanus corporisšatní)"
718,B852,"Pediculosis - zavšivení, NS   "
719,B853,Phthiriasis - napadení vší muňkou  
720,B854,Zavšivení smíšené - vší i muňkou 
721,B86, Scabies - svrab   
722,B870,Kožní myióza     
723,B871,Raná myióza     
724,B872,Oční myióza     
725,B873,Nosohltanová myióza     
726,B874,Ušní myióza     
727,B878,Myióza jiných lokalizací    
728,B879,"Myióza, NS     "
729,B880,Jiná akarióza (napadení roztoči)   
730,B881,Tungiasis [napadení písečnou blechou]   
731,B882,Jiná napadení členovci    
732,B883,Zevní hirudinióza     
733,B888,Jiná určená napadení    
734,B889,"Napadení, NS     "
735,B89, Neurčená parazitární onemocnění   
736,B900,Následky tuberkulózy centrální nervové soustavy  
737,B901,Následky tuberkulózy močového a pohlavního ústrojí 
738,B902,Následky tuberkulózy kostí a kloubů  
739,B908,Následky tuberkulózy jiných orgánů   
740,B909,Následky tuberkulózy dýchací soustavy a neurčené tuberkulózy
741,B91, Následky poliomyelitídy    
742,B92, Následky lepry    
743,B940,Následky trachomu     
744,B941,Následky virové encefalitídy    
745,B942,Následky virové hepatitídy    
746,B948,Následky jiných určených infekčních a parazitárních nemocí
747,B949,Následky neurčených infekčních nebo parazitárních nemocí 
748,B950,"Streptococcus, skupiny A, jako příčina nemoci zařazenéjinýchkapitol"
749,B951,"Streptococcus, skupiny B, jako příčina nemoci zařazenéjinýchkapitol"
750,B952,"Streptococcus, skupiny D, jako příčina nemoci zařazenéjinýchkapitol"
751,B953,"Streptococcus pneumoniae, jako příčina nemoci zařazené dokapitol"
752,B954,"Jiný streptococcus, jako příčina nemoci zařazené dokapitol"
753,B955,"Streptococcus, neurčený jako příčina nemoci zařazené dokapitol"
754,B956,"Staphylococcus aureus, jako příčina nemoci zařazené dokapitol"
755,B957,"Koaguláza - negativní staphylococcus, jako příčina nemocidojinýchkapitol"
756,B958,"Staphylococcus, neurčený jako příčina nemoci zařazené dokapitol"
757,B960,"Mycoplasma pneumoniae [M. pneumoniae], jako příčina nemocidojinýchkapitol"
758,B961,"Klebsiella pneumoniae [K. pneumoniae], jako příčina nemocidojinýchkapitol"
759,B962,"Escherichia coli [E.coli], jako příčina nemoci zařazenéjinýchkapitol"
760,B963,"Haemophilus influenzae [H. influenzae], jako příčina nemocidojinýchkapitol"
761,B964,"Proteus (mirabilis) (morganii), jako příčina nemoci zařazenéjinýchkapitol"
762,B965,"Pseudomonas (aeruginosa)(mallei)(pseudomallei),jako příčina nemoci zařazené do jin.kapitol"
763,B966,"Bacillus fragilis [B. fragilis], jako příčina nemocidojinýchkapitol"
764,B967,"Clostridium perfringens [C. perfringens], jako příčina nemocidojinýchkapitol"
765,B968,"Jiná bakteriální agens, jako příčina nemoci zařazenéjinýchkapitol"
766,B970,"Adenovirus, jako příčina nemoci zařazené do jiných"
767,B971,"Enterovirus, jako příčina nemoci zařazené do jiných"
768,B972,"Coronavirus, jako příčina nemoci zařazené do jiných"
769,B973,"Retrovirus, jako příčina nemoci zařazené do jiných"
770,B974,"Syncytiální respirační virus, jako příčina nemoci zařazenéjinýchkapitol"
771,B975,"Reovirus, jako příčina nemoci zařazené do jiných"
772,B976,"Parvovirus, jako příčina nemoci zařazené do jiných"
773,B977,"Papillomavirus, jako příčina nemoci zařazené do jiných"
774,B978,"Jiná virová agens, jako příčina nemoci zařazenéjinýchkapitol"
775,B99, Jiné a neurčené infekční nemoci 
776,C000,"ZN- horní ret, zevní   "
777,C001,"ZN- dolní ret, zevní   "
778,C002,"ZN- ret zevní, NS   "
779,C003,"ZN- horní ret, vnitřní strana  "
780,C004,"ZN- dolní ret, vnitřní strana  "
781,C005,"ZN- ret neurčen, vnitřní strana  "
782,C006,ZN- komisura rtů    
783,C008,ZN- léze přesahující ret   
784,C009,"ZN- ret,NS     "
785,C01, Zhoubný novotvar kořene jazyka  
786,C020,ZN- hřbetní strana jazyka   
787,C021,ZN- hrana jazyka    
788,C022,ZN- spodní strana jazyka   
789,C023,"ZN- přední dvě třetiny jazyka, část NS"
790,C024,ZN- jazyková mandle    
791,C028,ZN- léze přesahující jazyk   
792,C029,"ZN- jazyk, NS    "
793,C030,ZN- horní dáseň    
794,C031,ZN- dolní dáseň    
795,C039,"ZN- dáseň, NS    "
796,C040,ZN- přední část spodiny ústní  
797,C041,ZN- postranní část spodiny ústní  
798,C048,ZN- léze přesahující spodinu ústní  
799,C049,"ZN- spodina ústní, NS   "
800,C050,ZN- tvrdé patro    
801,C051,ZN- měkké patro    
802,C052,ZN- čípek-uvula     
803,C058,ZN- léze přesahující patro   
804,C059,"ZN- patro, NS    "
805,C060,ZN- sliznice tváře    
806,C061,ZN- ústní předsíň - vestibulum oris 
807,C062,ZN- retromolární oblast    
808,C068,ZN- léze přesahující jiné a neurčené části
809,C069,"ZN- ústa, NS    "
810,C07, Zhoubný novotvar příušní (parotické) žlázy 
811,C080,"ZN- podčelistní žláza - glandula submandibularis, submaxillaris"
812,C081,ZN- podjazyková žláza - glandula sublingualis 
813,C088,ZN- léze přesahující velké slinné žlázy 
814,C089,ZN- velká slinná žláza NS  
815,C090,ZN- fossa tonsillaris    
816,C091,ZN- tonzilární oblouky (přední) (zadní)  
817,C098,ZN- léze přesahující mandli   
818,C099,"ZN- mandle - tonsilla, NS  "
819,C100,ZN- vallecula     
820,C101,ZN- přední strana příklopky hrtanové - epiglotidy
821,C102,ZN- boční stěna orofaryngu   
822,C103,ZN- zadní stěna orofaryngu   
823,C104,ZN- branchiální rozštěp    
824,C108,ZN- léze přesahující orofarynx   
825,C109,"ZN- orofarynx, NS    "
826,C110,ZN- horní stěna - strop nosohltanu 
827,C111,ZN- zadní stěna nosohltanu   
828,C112,ZN- boční stěna nosohltanu   
829,C113,ZN- přední stěna nosohltanu   
830,C118,ZN- léze přesahující nosohltan   
831,C119,"ZN- nosohltan - nasopharynx, NS  "
832,C12, Zhoubný novotvar pyriformního sinu  
833,C130,ZN- postkrikoidní krajina - regio postcricoidea 
834,C131,"ZN- aryepiglotická řasa, hypofaryngeální strana  "
835,C132,ZN- zadní stěna hypofaryngu   
836,C138,ZN- léze přesahující hypofarynx   
837,C139,"ZN- hypofarynx, NS    "
838,C140,ZN- hltan - pharynx NS  
839,C141,ZN- laryngofarynx     
840,C142,ZN- Waldeyerův kruh    
841,C148,"ZN- léze přesahující ret, ústní dutinu a"
842,C150,ZN- krční část jícnu   
843,C151,ZN- hrudní část jícnu   
844,C152,ZN- břišní část jícnu   
845,C153,ZN- horní třetina jícnu   
846,C154,ZN- střední třetina jícnu   
847,C155,ZN- dolní třetina jícnu   
848,C158,ZN- léze přesahující jícen   
849,C159,"ZN- jícen - oesophagus, NS  "
850,C160,ZN- kardie     
851,C161,ZN- fundus ventriculi - klenba žaludku 
852,C162,ZN- corpus ventriculi - tělo žaludku 
853,C163,ZN- antrum pyloricum    
854,C164,ZN- pylorus - vrátník   
855,C165,"ZN- malá kurvatura žaludku - curvatura ventriculi-,NS"
856,C166,"ZN- velká kurvatura žaludku - curvatura ventriculi-,NS"
857,C168,ZN- léze přesahující žaludek   
858,C169,"ZN- žaludek - ventriculus, NS  "
859,C170,ZN- duodenum - dvanáctník   
860,C171,ZN- jejunum     
861,C172,ZN- ileum     
862,C173,ZN- Meckelův divertikl - diverticulum Meckeli 
863,C178,ZN- léze přesahující tenké střevo  
864,C179,"ZN- tenké střevo, NS   "
865,C180,ZN- slepé střevo - caecum  
866,C181,ZN- červovitý přívěsek - appendix  
867,C182,ZN- vzestupný tračník - colon ascendens 
868,C183,ZN- jaterní ohbí - flexura hepatica 
869,C184,ZN- příčný tračník - colon transversum 
870,C185,ZN- slezinné ohbí - flexura lienalis 
871,C186,ZN- sestupný tračník - colon descendens 
872,C187,ZN- esovitý tračník - colon sigmoideum 
873,C188,ZN- léze přesahující tlusté střevo  
874,C189,"ZN- tlusté střevo, NS   "
875,C19, Zhoubný novotvar rektosigmoideálního spojení  
876,C20, Zhoubný novotvar konečníku - recta 
877,C210,"ZN- řiť - anus, NS  "
878,C211,ZN- řitní kanál    
879,C212,ZN- kloakogenní zóna    
880,C218,"ZN- léze přesahující rektum, řiť a řitní"
881,C220,Karcinom jaterních buněk    
882,C221,Karcinom intrahepatální žlučové cesty   
883,C222,Hepatoblastom      
884,C223,Angiosarkom jater     
885,C224,Jiné sarkomy jater    
886,C227,Jiné určené karcinomy jater   
887,C229,"ZN- játra, NS    "
888,C23, Zhoubný novotvar žlučníku   
889,C240,ZN- extrahepatální žlučové cesty   
890,C241,ZN- Vaterova ampula    
891,C248,ZN- léze přesahující žlučové cesty  
892,C249,"ZN- žlučové cesty, NS   "
893,C250,ZN- hlava slinivky břišní - caput pancreatis
894,C251,ZN- tělo slinivky břišní - corpus pancreatis
895,C252,ZN- ocas slinivky břišní - cauda pancreatis
896,C253,ZN- vývod slinivky břišní - ductus pancreatis
897,C254,ZN- endokrinní část slinivky břišní  
898,C257,ZN- jiné části pankreatu   
899,C258,ZN- léze přesahující slinivku břišní  
900,C259,"ZN- slinivka břišní - pancreas, NS "
901,C260,"ZN- střeva, část NS   "
902,C261,ZN- slezina     
903,C268,ZN- léze přesahující trávicí soustavu  
904,C269,ZN- nepřesně určené lokalizace v trávicím ústrojí
905,C300,ZN- nosní dutina    
906,C301,ZN- střední ucho    
907,C310,ZN- čelistní dutina - sinus maxillaris 
908,C311,ZN- čichová dutina - sinus ethmoidalis 
909,C312,ZN- čelní dutina - sinus frontalis 
910,C313,ZN- klínová dutina - sinus sphenoidalis 
911,C318,ZN- léze přesahující vedlejší dutiny nosní 
912,C319,"ZN- vedlejší dutina, NS   "
913,C320,ZN- glottis     
