,Diagnose_KEY,Diagnose_name,Diagnose_Code,Diagnose_Flag,Diagnose_Silver_ID
217,218,"Streptokoková infekce, NS    ",A491,,V5YF7G0I-IW5S-5SBH-265K-AP24EOTCY0DX
218,219,"Infekce, puvodce: Haemophilus influenzae, NS  ",A492,L,PKEW9M0O-1GB5-SZC7-YXEX-60DNS8N5BLUA
219,220,"Mykoplasmová infekce, NS    ",A493,LU,L7O4L9A9-QUM4-H571-7G6K-HZVV0NZLMY3O
220,221,Jiné bakteriální infekce neurcené lokalizace  ,A498,,ZNZ5S0G3-TUD5-B9RM-X23T-O3RQ04OMM59N
221,222,"Bakteriální infekce, NS    ",A499,,TFM9N835-ICMN-N7B5-O6DC-HBFAVMIVJQJP
222,223,"Casná vrozená syfilis, s príznaky  ",A500,L,HW7I0DNY-MYXF-6Q3K-5R7P-UBX8NMLFF0RK
223,224,"Casná vrozená syfilis, latentní   ",A501,,HO5BGPJT-9VXC-355J-RNAD-DC2AGOVPU8QM
224,225,"Casná vrozená syfilis, NS   ",A502,,Q5N8D6X7-KMDZ-RS66-44KG-VW11S68M2DGA
225,226,Pozdní vrozená syfilitická okulopatie   ,A503,L,SP6VHO5O-42Y7-Q23T-FA0W-TT4I1S3FY0KY
226,227,Pozdní vrozená neurosyfilis [juvenilní neurosyfilis]  ,A504,,EBG9E0XJ-VOQ5-N41K-5IX9-8VKX99VBD656
227,228,"Jiná pozdní vrozená syfilis, s príznaky ",A505,L,XX0OABQN-O5PE-AER5-SOE0-FTPF0QY9UTSC
228,229,"Pozdní vrozená syfilis, latentní   ",A506,,QO068T2A-BV6D-1O78-0DTS-OK0VYJZGLIGL
229,230,"Pozdní vrozená syfilis, NS   ",A507,,FONPSW9K-CB22-6VC7-BCQF-ZUSQJRI6O469
230,231,"Vrozená syfilis, NS    ",A509,LU,S4HL8EOH-K6C5-N5VY-LX29-11EDXQAXLSOI
231,232,Primární genitální syfilis    ,A510,L,2FUA08LR-HV8O-39W4-XK9C-T9U5BEIFB6OQ
232,233,Primární ritní syfilis    ,A511,L,X4TIOL64-CJ6U-B6T3-KWCT-JEHMPCRKFGZX
233,234,"Primární syfilis, jinych lokalizací   ",A512,L,4TKR0RW2-OB10-MWZI-DXS3-BF9GQAL23U4C
234,235,Sekundární syfilis kuze a sliznic  ,A513,,FK3ZQZJ9-SV0V-EHAI-8XM6-4BP58NNGIO3Y
235,236,Jiná sekundární syfilis    ,A514,L,D1G3NGJ1-OB8X-7MRO-1UOT-IJYVYKFN36XT
236,237,"Casná syfilis, latentní    ",A515,L,SAMHGXEC-RFEO-K2LZ-OMEC-9SUW41JYWUO3
237,238,"Casná syfilis, NS    ",A519,L,DTOIRC8M-MPOA-ZI12-JJ80-KNU856BX16ZZ
238,239,Kardiovaskulární syfilis     ,A520,,NWEF00HD-IJWX-DK8J-8KWN-MSSE3ZDF9PL6
239,240,Neurosyfilis s príznaky    ,A521,L,1IGJO9U9-0WBO-S7GM-43UZ-TY14IDI91N3Q
240,241,Asymptomatická neurosyfilis     ,A522,L,2L4YX1R6-NAP9-6WKP-R392-4IAVTPVOITK8
241,242,"Neurosyfilis, NS     ",A523,,6Z9ZCC1U-W5FV-D1SS-HOY2-RD10KIVG3YRR
242,243,"Jiná pozdní syfilis, s príznaky  ",A527,L,JVS7794S-9125-4UHC-HXE2-4KWHCBXQYLZ9
243,244,"Pozdní syfilis, latentní    ",A528,LU,V38Z9826-7TJU-NXXJ-SMER-JUU0C34DT4UR
244,245,"Pozdní syfilis, NS    ",A529,L,W1OZAL3D-DDZ6-X5WK-BFGD-NQF1K7NUHYPC
245,246,Latentní syfilis neurcená jako casná nebo pozdní,A530,,1KZXAY0S-UGHG-Q86C-YYI2-QZXCQW9CSDNC
246,247,"Syfilis, NS     ",A539,LU,XZ38OPF4-I14J-5QD8-UBP2-OSB7WGKSKTEY
247,248,Gonokoková infekce dol.pohlav.a moc.ústrojí bez abscesu periuretrálníchprídatnýchzláz,A540,L,EB0QTYWX-P7JY-3D2H-G7AT-ZHHYR3GU91RU
248,249,Gonokoková infekce dol.pohlav.a moc.ústrojí s abscesem periuretrálníchprídatnýchžláz,A541,L,X7O7VUM5-TUN4-81U9-C1V2-L30FFW71S6XA
249,250,Gonokoková pelviperitonitida a jiné gonokokové infekce pohlavníhomocovéhoústrojí,A542,,277ZEKAK-J616-GD4A-L5RR-NT95EANLZYSQ
250,251,Gonokoková infekce oka    ,A543,,QNPT1AZ5-9B1M-QTYI-SISE-872AGVID1NGV
251,252,Gonokoková infekce svalové a kosterní soustavy ,A544,,7E9B5B98-HWVR-JVL2-A7AB-BF6UUKVP88LT
252,253,Gonokoková faryngitida     ,A545,,AA5YL9VA-NK9C-9QRC-MLZR-5NMFS0G1XTT8
253,254,Gonokoková infekce riti a rekta  ,A546,,CKBHDMTE-ER3D-LMNC-MNPK-D9D878AZHIZ9
254,255,Jiné gonokokové infekce    ,A548,,21MQECYO-6Y6C-9KP9-M0HU-D8ZARUOEH0WK
255,256,"Gonokoková infekce, NS    ",A549,L,4HOIKNXJ-8XW2-7IEV-WER8-X6RW2VNVFF9C
256,257, Lymphogranuloma venereum (chlamydiovy)   ,A55,LU,I0CR71RN-N8DW-VD4R-M0DK-W8R9ABB8SKUL
257,258,Chlamydiová infekce dolního pohlavního a mocového ústrojí,A560,,A4M6W26H-7YBK-EA8R-SLGF-6XKDW44J3CIN
258,259,Chlamydiová infekce pelviperitonea a jinych pohlavních aorgánu,A561,,EWQUPKHB-S2N6-OD86-GA32-9MCG0R4TP5Z3
259,260,"Chlamydiová infekce pohlavního a mocového ústrojí, NS",A562,L,7R2TMB55-M45C-1YJN-KSZF-9X0UF1XS1AOU
260,261,Chlamydiová infekce riti a konecníku  ,A563,L,TVZBECGU-GGAB-HXGL-GO17-T08881GMKXL4
261,262,Chlamydiová infekce hltanu    ,A564,L,NII8ESN5-U1SJ-61IK-4VRK-X65X0Q6N6VWN
262,263,Sexuálne prenesená chlamydiová infekce jinych lokalizací ,A568,,39G78QB4-VDD0-DRRR-9RM0-SI3O9ES0T9I0
263,264, Chancroid - ulcus molle - mekky,A57,L,SH8858SZ-1WO6-Z9QU-YWVY-J07I7W455ECV
264,265, Granuloma inguinale    ,A58,L,CX55KFNW-VBEG-GMX1-LX8Z-BRUBOEJAEB56
265,266,Trichomoniáza urogenitální     ,A590,,F08PMY7D-X5BB-ORZ1-RKJV-XF0YK6Q8FVP3
266,267,Trichomoniáza jinych lokalizací    ,A598,,5D2HSFAI-5ICH-CT21-ORT9-7XTADKE9HCWX
267,268,"Trichomoniáza, NS     ",A599,L,LJP7VSLB-IU4F-F7DK-3TBN-HD71TKZXCE2D
268,269,"Infekce mocového a pohlavního ústrojí, puvodce: Herpes",A600,L,B5ETU6UW-U542-N8RV-31HG-2EW16VG632US
269,270,"Infekce perianální kuze a konecníku, puvodce: Herpes",A601,,IL1H5RR3-G86C-UVKN-L4YC-P7SQS9RX3VTC
270,271,"Anogenitální herpetická infekce, NS   ",A609,,3JT0PA5W-S90V-Q633-PMBM-9K4U98V4IEKG
271,272,Anogenitální (venerické) bradavice    ,A630,,QPT811IK-7LJZ-1CW8-VHIY-Z9ICHGWPHDNT
272,273,Jiné urcené nemoci prenásené prevázne sexuálne ,A638,L,ML2TA6SN-UK0F-IXJD-R2IS-EZQB4S9WB3FZ
273,274, Neurcené nemoci prenásené sexuálne  ,A64,,ISOTIVPS-D5X2-LXZ5-G2R2-VXT4VHZX83F9
274,275, Nevenerická syfilis    ,A65,L,QBG88BYB-XYWE-7458-ULLR-OBB8XRZTV3X9
275,276,Pocátecní frambéziové poskození    ,A660,,HQZFSD2N-ZT0Z-MOVV-4LNX-G7LGX7O4SA4B
276,277,Mnohocetná frambéziová papilomata    ,A661,,QWO5PGNZ-R4UP-900K-GGNT-KKL2UYT344Z9
277,278,Jiná cerstvá frambéziová poskození kuze  ,A662,L,TYRJIPNS-JJIQ-5KZE-5WW0-DZ12Z3YMDJIQ
278,279,Frambéziová hyperkeratóza     ,A663,,WM2ORVRF-314I-UFUR-26UE-K321MOFFDPLU
279,280,Frambéziová gumata a vredy   ,A664,L,BHB84S8U-15OG-DZM0-GHLZ-XEZ04KGRLTXJ
280,281,Gangóza      ,A665,L,8P794J0G-95ST-TRRN-VEY6-EOW3SE8GVR3B
281,282,Frambéziová poškození kostí a kloubu  ,A666,L,OON3816N-FLR3-MHGS-8VI1-O8TTC78LVMF1
282,283,Jiné projevy frambézie    ,A667,,E6YSXMTF-O32W-X0DJ-LZQ0-14UKRB825M7B
283,284,Latentní frambézie     ,A668,L,K5CV1ZID-B78C-4X2X-TT5R-SWV49NWM6MWW
284,285,"Frambézie, NS     ",A669,,6DHWTILF-J8JF-76ZR-2I91-X32C78XYEHSB
285,286,Primární poškození při pintě   ,A670,,DB8CA1H1-2PQX-DD4O-7WZJ-295UAF009AWT
286,287,Přechodná poškození při pintě   ,A671,,CZQSKE3Y-AVGC-S0G9-6GPQ-LZZUQ7283FIJ
287,288,Pozdní poškození při pintě   ,A672,,17BQDX9E-QTWT-ZXUG-XPZA-7UQXT5K3TDUY
288,289,Smíšená poškození při pintě   ,A673,,9QN3P801-92P9-YQKI-S8YN-WLSTY60600UB
289,290,"Pinta, NS     ",A679,,46FLC0BW-2UL2-EUME-C40J-WQFV739P0ILP
290,291,"Návratná horecka, prenásená vesmi   ",A680,L,FJZY7DCA-0ZEX-4M73-9ZOA-SB2T5T7LJQ11
291,292,"Návratná horecka, prenásená klístaty   ",A681,L,CPZWF0NR-LB24-AJ0R-KQ2W-SX7D86UOSR79
292,293,"Návratná horecka, NS    ",A689,,XYX19KS3-8V7O-4MQQ-ZY5T-DQ93EOKAAYZG
293,294,Nekrotizující ulcerativní stomatitida    ,A690,,RIE5ARS0-HFPW-Q44S-39SC-S9F2YA4V48R5
294,295,Jiné Vincentovy infekce    ,A691,LU,6ZTWBJ7Y-SVSV-JIIP-G4VO-6PH2W4JYSO6G
295,296,Lymeská nemoc     ,A692,L,GWB4JPNH-JVT3-WAS5-57A7-8L2G377TS77L
296,297,Jiné urcené spirochétové infekce   ,A698,L,LGE69D1W-K7I9-5WRM-7MYY-EIIDHB0Y2LMF
297,298,"Spirochétové infekce, NS    ",A699,L,YRR0AQMN-LYOX-L6H1-SFPY-A3D951G2ZS4O
298,299, Infekce původce: Chlamydia psittaci  ,A70,LU,M0NBGULP-G9LJ-OYCS-J7Z7-RBXFC4L2CZ4D
299,300,Pocátecní stadium trachomu    ,A710,,TATR98Q1-3FYL-XDHL-DSP1-FT2OUBXNP4GI
300,301,Aktivní stadium trachomu    ,A711,L,E7K3BKMD-M3AQ-6ITS-K0IL-A7EMC1LVLOLW
301,302,"Trachom, NS     ",A719,,U2S46HLK-ZY2Z-JCAF-Q347-QVMS2AZDEFWG
302,303,Chlamydiová konjunktivitida (H13.1*)    ,A740,,APP9PT64-EAC8-DMLU-F4EH-A8XA2JIQXI1M
303,304,Jiná chlamydiová onemocnění    ,A748,,WB8JA8JU-YY2U-69UV-H5RV-EPTLRS7ZDEKS
304,305,"Chlamydiová infekce, NS    ",A749,LU,YEI1DFU1-FLVN-E8BL-16YO-Y8AZM9L1L3W0
305,306,"Epidemická skvrnivka přenášená vešmi, původce: Rickettsia prowazekii",A750,L,Z14DMUIV-J9VR-35KI-K0F3-HTNKBRB4JO3G
306,307,Recidiva skvrnivky (Brillova - Zinsserova nemoc) ,A751,,B8HCDPB1-2T87-AHMN-5ELT-UV49DWP9CCLV
307,308,"Skvrnivka, původce: Rickettsia typhi   ",A752,LU,3MDPVDBN-U1ZX-SEK1-ISS8-TPD3XPXDT6WL
308,309,"Skvrnivka, původce: Rickettsia tsutsugamushi   ",A753,L,N8QJIZ9E-GOKR-OTDQ-DCMB-IHZJ9K9EIXRP
309,310,"Skvrnivka, NS     ",A759,LU,M8NL03TW-EYFK-SHNB-HK2V-RQAA6QEIMBDQ
310,311,"Purpurová horecka, puvodce: Rickettsia rickettsii  ",A770,L,E8R95A8G-9JCK-GINZ-0FYR-L24IL7WCPC8W
311,312,"Purpurová horecka, puvodce: Rickettsia conorii  ",A771,L,DNP4YA6D-HUAS-7SY3-CU7X-NTIW3HTJNP2E
312,313,"Purpurová horecka, puvodce: Rickettsia siberica  ",A772,,J6LSNVZ3-6KAU-TK0X-ATYW-UCFHM85U82P7
313,314,"Purpurová horecka, puvodce: Rickettsia australis  ",A773,,XHA8BHMT-4Y88-X24V-VQD5-FTMEJJ8LWTZE
314,315,Jiná purpurová horecka    ,A778,,XZF6SR8J-J1N1-48YI-ASTN-PDP30O3W81KR
315,316,"Purpurová horecka, NS    ",A779,LU,J6OH2L03-13UH-EXPP-6SSD-YU0V90RGI38Y
316,317, Horecka Q    ,A78,L,I3V18ZQZ-60E8-TNK9-J1WW-MK4QF7SOYY6F
317,318,Volynská (zákopová) horecka    ,A790,,312ZPD56-L9T5-DORJ-073E-IFCZXYCI56LG
318,319,"Rickettsiální neštovice, původce: Rickettsia akari  ",A791,L,XYFS7L1U-DGZ3-8HRW-NJ4P-S6HJ209EILCV
319,320,Jiné urcené rickettsiózy    ,A798,,GI3EJ8EP-HSED-XXVN-E25K-X532U5BUGM70
320,321,"Rickettsióza, NS     ",A799,L,S3EGRE03-66PG-GSOA-AA72-CZAOQM9RIWCU
321,322,"Akutní paralytická poliomyelitida, spojená s vakcinací (slátkou)",A800,L,0MM9A4CT-UXM6-F7Z2-6X8E-2G144MLU7FWU
322,323,"Akutní paralytická poliomyelitida, divoký virus importovaný ",A801,L,5HMCKE7W-1NA9-DP6N-93BR-IX5683QLL78Q
323,324,"Akutní paralytická poliomyelitida, divoký virus tuzemský ",A802,L,VCKIM9Q1-Q7ON-C7VG-U0JJ-RPQG8I33HIE4
324,325,"Akutní paralytická poliomyelitida, jiná a NS ",A803,,ZUH98IQQ-TO57-POO3-MA98-S5INJNJH4XHF
325,326,Akutní neparalytická poliomyelitida    ,A804,L,ZDZNUGJ3-5Z0Y-FP2L-4FAM-IHHKF45RCJZR
326,327,"Akutní poliomyelitida, NS    ",A809,,RMPSP8FQ-NVK5-HLJV-3OPO-E6OHJN54CEPL
327,328,Creutzfeldtova-Jacobova nemoc     ,A810,,44RK0JEY-BM9O-XU0U-F4UT-82RYFRM6WE5P
328,329,Subakutní sklerotizující panencefalitida    ,A811,,5XK8HS22-7VA8-3JGZ-VUCH-JLUW4B6SWL0B
329,330,Progresivní multifokální leukoencefalopatie    ,A812,,4W3NCANX-O73J-GD3M-9IBN-P6ZKZWAWFSLW
330,331,Jiné pomalé virové infekce centrální nervové soustavy,A818,,7AC3W3ZA-3HLB-TYGH-SQPY-R15LCK324S4J
331,332,"Pomalé virové infekce CNS, NS  ",A819,,CDA9P03R-KMQ6-Y1M8-VVVW-FI13RZYCFRCW
332,333,Vzteklina - lesní    ,A820,,6HADGAMH-JCF2-N0R8-THBI-W84UI0Y9LSVG
333,334,Vzteklina - městská    ,A821,L,9S4KUAQ8-YPKL-7EWO-9ROO-4TNQCQC3BP6D
334,335,"Vzteklina, NS     ",A829,L,1O2L8B6G-X4VO-I8NH-HWEH-TLHIHN042RTJ
335,336,Japonská encefalitida     ,A830,L,Y6GRRJPR-RAKR-3MCB-KN97-3U3OUC49NENF
336,337,Západní koňská encefalitida    ,A831,LU,A1XG5QD5-OLRD-UFT6-SEYE-484CPQNH5GIR
337,338,Východní koňská encefalitida    ,A832,L,3U2B8GAM-KYCC-9OIX-GOY4-UOL7TAZVBP32
338,339,St. Louiská encefalitida    ,A833,L,ONR6NJ5B-388I-U8FE-6WRI-0RS5K5MF8HUL
339,340,Australská encefalitida     ,A834,L,8BYKKJCU-T4WS-KLXK-E2AI-G3F0GV0BME5K
340,341,Kalifornská encefalitida     ,A835,L,8LUEFF0V-TJE5-Y3J2-RHY6-ZYI4BF9FMJMA
341,342,Rocio virová nemoc    ,A836,LU,T0ZLAMGI-UCZU-6HVJ-XQTE-O0H1HOE1Y3KP
342,343,Jiná virová encefalitida přenášená komáry  ,A838,L,7CY6B9RE-1THE-WPO1-5O28-5TJMW1ARM3BW
343,344,"Virová encefalitida přenášená komáry, NS  ",A839,,T40E3VD8-T0Q3-DSDT-G4Y1-UC5GLL1M8RI5
344,345,Encefalitis dálného východu přenášená klíšťaty [Ruská jarně-letní,A840,L,2ELFOSW7-NCJI-DNWG-XFJX-CEVBR7UKIYV9
345,346,Středoevropská encefalitida přenášená klíšťaty   ,A841,,Z579ZX77-LX55-6LFZ-5570-0S5ZZZVFBWAO
346,347,Jiná virová encefalitida přenášená klíšťaty  ,A848,L,FLIMQ0OL-HGUS-TTOH-12M0-WMKYTIX0YTYN
347,348,"Virová encefalitida přenášená klíšťaty, NS  ",A849,LU,22ITBNBC-RVM8-PKSP-42Q2-55QTAM207VF9
348,349,Enterovirová encefalitida (G05.1*)    ,A850,,KLB113KV-NXLJ-DDEO-4OPP-F3QCKIZZPXJX
349,350,Adenovirová encefalitida (G05.1*)    ,A851,L,NJE49YQF-HF9G-LZ7W-I8AW-YO1O5FBXWTFQ
350,351,"Virová encefalitida prenásená clenovci, NS  ",A852,,5TK32L5L-1XMU-L45L-69S1-0W603RL7C8UR
351,352,Jiná urcená virová encefalitida   ,A858,,36CC1ZXR-3IKH-QG7G-FRNA-XP2L6WCJRGKW
352,353, Neurcená virová encefalitida   ,A86,LU,OBDZ4MGD-AP1R-FX3A-XPVP-SLJFEOO4CQCN
353,354,Enterovirová meningitida (G02.0*)    ,A870,L,0CDFP88Y-DUFL-R4TI-3WGV-FCS1RODOW7RU
354,355,Adenovirová meningitida (G02.0*)    ,A871,,66MPNZM4-SAJ3-A9HE-KVVV-HVHCAV5JE7DO
355,356,Lymfocytární choriomeningitida     ,A872,L,9ZGMVUHJ-BTDC-4H5Q-W6AN-4ZRAAXLJ7YPG
356,357,Jiné virové meningitidy    ,A878,,OOL0VQ5O-SYW0-CIV1-W9WN-9A1TUBLHUAPB
357,358,"Virová meningitida, NS    ",A879,,CNHILJ64-FM5Y-9BKP-6L30-8HLJZXT6VVJO
358,359,Enterovirová exantémová horecka [Bostonská vyrázka]  ,A880,,HVFEIHXQ-X2ZL-62HH-C010-XH2R9B2KSVR7
359,360,Epidemické vertigo     ,A881,,FMA5326V-IVPF-Q3ZG-HBNZ-H73EG00MMHX7
360,361,Jiné urcené virové infekce centrální nervové soustavy,A888,,0X429CHR-4IDN-3RH5-69RV-KKQRSAZSZP2B
361,362, Neurcená virová infekce centrální nervové soustavy,A89,L,KQFXIUGV-DCBZ-WK5D-QQ6N-GRRV0UPBQXAL
362,363, Dengue [klasická dengue]   ,A90,LU,UZ5FB1D0-WIZV-RTSZ-7HBY-35UJ8CFJJ4QR
363,364, Hemoragická horecka dengue   ,A91,LU,1213UWR2-LLVW-YO86-51IA-SWVXE39EF7FY
364,365,Virová nemoc Chikungunya    ,A920,LU,I6JFS9BD-YV83-J8QX-IGHA-N90YDC1EQOVC
365,366,Horecka o'nyong-nyong     ,A921,,YN0N2DUV-6TD8-A68N-U46N-3YLDIC0YHLVN
366,367,Venezuelská koňská horečka    ,A922,LU,0WZ3EKPV-99L0-76WZ-A0S8-7OTX9CB04OK7
367,368,Západonilská horečka [West Nile]   ,A923,L,JQN2FIJQ-CR9F-BTRJ-GT7V-UMC3FCXUVO1O
368,369,Horečka Rift Valley    ,A924,LU,8JB5EMBM-WXTD-B0IO-ZOOH-SDVZFRQF2ZRV
369,370,Jiná určená virová horečka přenášená komáry ,A928,L,ORV0KOQB-NASA-T2EB-JQ3N-ZB67IEAZCOHE
370,371,"Virová horečka přenášená komáry, NS  ",A929,LU,PDPO5BJF-AW3Z-RUHN-RUAX-ALG8GJ7BTTOQ
371,372,Virová nemoc Oropouche    ,A930,,CLARCP9R-21PG-H1GP-NP8V-O811RQMNZGD0
372,373,Horečka (přenášená písečnými mouchami) [Sandfly fever] ,A931,,5FH6PT2D-YP8U-LVHL-WYAY-T8RDVLQRZD0Z
373,374,Colorádská klíšťová horečka    ,A932,,HCR84HT3-O8IH-FF0Y-RU6L-LHTZ33NAEPEP
374,375,Jiná určená virová horečka přenášená členovci ,A938,LU,56H9GZNG-9A8M-PLB7-J5QU-WLAJLPO1AJ7D
375,376, Neurčená virová horečka přenášená členovci ,A94,L,D4TPMCCY-CGIU-4AVK-LL00-VCEI17ND4IDC
376,377,Lesní žlutá zimnice    ,A950,L,H72KRTEE-Z531-4NIH-SV7X-3HILVR25NB5I
377,378,Městská žlutá zimnice    ,A951,L,4PGPX09H-YOFE-KEF0-013P-LS86DHORSFGX
378,379,"Žlutá zimnice, NS    ",A959,,A219TUB9-9X5V-6XYH-8X39-E4NDX0YXGX85
379,380,Hemoragická horečka Junin    ,A960,L,HEDUIZOE-ZSVM-OD18-VE5V-HEWXOCLGC0TA
380,381,Hemoragická horečka Machupo    ,A961,L,DKTGLYYL-TITN-TIK3-T2MF-USM8SVW4SF1F
381,382,Horečka Lassa     ,A962,L,TQCNZM85-HJB0-I5QI-346H-6NRFGY4YYNJC
382,383,Jiná arenavirová hemoragická horečka   ,A968,,H5EFH8J3-1QX1-UHJ0-YK41-MQ080T6N3Y3O
383,384,"Arenavirová hemoragická horečka, NS   ",A969,LU,N3J42AKB-Y85V-8QJL-RG28-QVCU2JFCFFT3
384,385,Krymská a Konžská hemoragická horečka  ,A980,L,MEB05BOQ-031E-877Q-DAC1-3AL48J84EGRQ
385,386,Omská hemoragická horečka    ,A981,L,7IZ5JVAZ-69A7-W5NC-NE8M-EBCR874HL45Q
386,387,Kyasanurská pralesní nemoc    ,A982,L,UJK7F4WC-54IA-OV6E-H9VP-032M7ZVZYVNZ
387,388,Marburgská nemoc     ,A983,L,HBECRQVW-09OR-33EN-QSGL-4AUBT8ESGAZV
388,389,Horečka ebola     ,A984,L,VPE3WPZU-H5OK-CF9A-ZKSY-ZWMFFMKF1EST
389,390,Hemoragická horečka s renálním syndromem  ,A985,LU,V6TIEGKY-DX2V-SD6V-XYAF-3CAOJ60D691C
390,391,Jiná určená virová hemoragická horečka  ,A988,LU,AN5XQDN2-4FGA-71IU-XYG7-7D8XRBF8EAH0
391,392, Neurčená virová hemoragická horečka  ,A99,L,7O6FZJXV-UGBH-N87V-ZH6J-QYXNEC4GCVFF
392,393,Herpetický ekzém - eczema herpeticum  ,B000,LU,EATZK0UH-O2K0-189V-D9RM-T95QRSPBBR4J
393,394,"Vesikulární dermatitida, původce: Herpes simplex  ",B001,,F36152IJ-OG2Q-XHWV-685C-ZRL0N9QQ50ZP
394,395,"Herpetická gingivostomatitida a faryngotonsilitida, původce: Herpes simplex",B002,LU,T88I0SOU-2BP3-36ZD-SIBJ-B3HCO2MUP5XN
395,396,"Herpetická meningitida (G02.0*), původce: Herpes simplex ",B003,,5AUDPSLM-KURW-U2II-I00U-DUZHON9OXZD8
396,397,"Herpetická encefalitida (G05.1*), původce: Herpes simplex ",B004,L,QH2P304T-6ZKA-E4W5-S0I2-CEIMYOQHRJX2
397,398,"Herpetická oční onemocnění, původce: Herpes simplex ",B005,L,VODBJZN5-XCER-MMU3-MAUQ-1WP690LEZYOR
398,399,"Diseminované herpetické onemocnění, původce: Herpes simplex ",B007,,IMRQDLP0-XT0M-UIXO-ROW4-K88ARFPB949B
399,400,"Jiné formy herpetické infekce, původce: Herpes simplex",B008,LU,TCQL87E0-TK5E-5OEM-4QAE-GVABEIY1GCOE
400,401,"Herpetická infekce, NS    ",B009,L,7G9NDOME-GM2I-VQOE-YJ2U-WL2888R4FT7D
401,402,Varicelová meningitida (G02.0*)    ,B010,LU,6WIPG9UB-CN47-8H35-GSL2-X1SQD6018BYO
402,403,Varicelová encefalitida (G05.1*)    ,B011,L,K60P147C-JQU7-SQXQ-VW84-UK4EWFTAJQOF
403,404,Varicelová pneumonie (J17.1*)    ,B012,LU,0IAZR25D-HJFR-17B2-BEVP-AI4L0Y8QQNYL
404,405,Varicella s jinými komplikacemi   ,B018,L,73QTJH4W-DQWU-T2VB-Z6N2-590DIW9YEBBN
405,406,Varicella bez komplikace    ,B019,,MRA2OEAV-62YW-VCLT-TJ9K-57BCSJ8R3DX3
406,407,Herpeszosterová encefalitida (G05.1*)    ,B020,L,AIHDE9RK-SZMO-ODTR-1ZIC-H3ZNJYNKEJ1T
407,408,Herpeszosterová meningitida (G02.0*)    ,B021,,HW85VHIP-L4TB-FO6E-B3P3-4WKTEAOH3TQW
408,409,Herpes zoster s jinými komplikacemi nervové soustavy,B022,L,RIGKUEM5-Y1N4-LA3Z-JZ5W-O01OR6JHKF9J
409,410,Herpeszosterové oční onemocnění    ,B023,,H3D09W2Y-VEEN-JZ3H-UPHJ-B7UNFQCP4052
410,411,Generalizovaný (diseminovaný) herpes zoster   ,B027,L,MG932DON-44WN-MA2K-ZSPD-T5TXUBZK486C
411,412,Herpes zoster s jinými komplikacemi  ,B028,L,Y6TYIGHJ-873X-10T3-3GHK-A5J14NIZTOIQ
412,413,Herpes zoster bez komplikace   ,B029,,6M7VQULX-R2UD-39TT-J8ZM-MWHNPBF11X8Z
413,414, Variola - pravé neštovice  [černé,B03,,NI5WBMR5-YB53-Q14Q-GY75-LV7IWN2VCJ36
414,415, Opičí neštovice    ,B04,,CJG38DEH-1HTU-NT4W-BXM2-NX86GI0QTX8O
415,416,Spalničky komplikované encefalitidou (G05.1*)   ,B050,,31FBF09K-1A5T-KQMY-NYNI-VFHN9JXE21ZI
416,417,Spalničky komplikované meningitidou (G02.0*)   ,B051,,Y06V70NB-OMDK-3DOQ-ZAGE-EYYEDOKE91ZH
417,418,Spalničky komplikované pneumonií (J17.1*)   ,B052,L,FTXNH3QZ-TQ0Y-IMRZ-NBAE-KZ5EN74M7Y9I
418,419,Spalničky komplikované zánětem středního ucha (H67.1*) ,B053,L,CLCQLSIN-DW80-C7AG-EHGL-N288QS9GPXE4
419,420,Spalničky se střevními komplikacemi   ,B054,L,3S6B9WR9-OKPT-54LA-5D3N-R0CRTFGGQVUX
420,421,Spalničky s jinými komplikacemi   ,B058,L,VQT748XU-208L-IWAX-J4HS-FEY0FHJRM3M8
421,422,Spalničky bez komplikací    ,B059,L,IM3346F8-2H19-803H-OZG6-M7KS9684AXAU
422,423,Zarděnky s neurologickými komplikacemi   ,B060,L,FC6G4AZD-10YI-C2N3-5MBM-KBQFTJCZW74L
423,424,Zarděnky s jinými komplikacemi   ,B068,,GLQ62IOX-AM9O-OH91-YLDL-UHM6DFDOH6JE
424,425,Zarděnky bez komplikací    ,B069,L,TIU6RZIH-YKAS-9MWG-BRH8-3DOM9AWFDJUM
425,426, Virové bradavice    ,B07,L,7ZJH9ITH-44TF-QNGY-M86A-48BHM4SFJEMC
426,427,Jiné infekce orthopoxviry    ,B080,,BDDVLUXA-XYWA-IS61-S463-1ORJYGUIXH44
427,428,Molluscum contagiosum     ,B081,L,8N1YJHWK-B1Q4-EV6T-VJ99-SX3F5RVZESE8
428,429,Exanthema subitum [šestá nemoc]   ,B082,L,3T4EFGGG-BKCB-17F6-NDAK-2DOFT02ZBEMQ
429,430,Erythema infectiosum [pátá nemoc]   ,B083,,OBRKR60N-0NHH-ZY6S-0PJX-MSY5955FZGOV
430,431,Enterovirová vesikulární stomatitida s exantemem  ,B084,,EIISPV0Q-O4SV-URS5-H85W-71CDKU9WIWKP
431,432,Enterovirová vesikulární faryngitida    ,B085,L,WTMX2CL2-JCZA-F9RN-8N7T-JNAVJJ1YHXVO
432,433,Jiné určené infekce charakterizované kožními a slizničními,B088,,1JUICN3K-MITK-UIY3-8CQ6-601QU0PCYRMV
433,434, Neurčené virové infekce charakterizované postižením kůžesliznic,B09,LU,5MSBOFRF-I5CG-M51U-CN8L-EIAJ8COQ3DGH
